winter	year	nb_in_report	nb_in_fig1	social_status	territory	county	country	NA	X	Y	name_in_Olof_file	ID_M	ID_F	F	abreviation_pedigree	date_collaring_M	date_collaring_F	marked_date_M	Last_radio_contact_M	marked_date_F	Last_radio_contact_F	territory	ID_M	ID_F	F	abreviation_pedigree	Birth_territory_male	Birth_territory_female	Birth_date_male	birth_date_female	F_male	F_female	Birth_date_male_(Olle)	birth_date_female_(Olle)	Komment	Death_Causes	ID_of_the_dead_one	Management_decisions_	Turnover_during_the_winter	Year_of_established_pairing	Left	Repr_ngn_gang	repro(green_color)_	First_litter	digit_min	digit_max	First_repro_(yellow)	Pair(letterP)	Blood_(b)_	Radio_collar(red)	pair_intact_end_winter_	Immigrants_status	Line	remarks																																																									
2007/08	2007	4.3.3.	24	scent_marking_pair	Juvberget	Hedmark/Varmland	NS	0708	6756936	359050	Juvberget_	M-06-06	M-05-10	0.2412	Juv	2007-03-08	2007-03-14	2006-02-01	2007-09-20	2005-03-20	2011-12-11	Juvberget_	M-06-06	M-05-10	0.2412	Juv	Fil	Tyn	2003	2001	0.28125	0.210938	NA	NA	NA	0	0	0	0	2003	NA	0	0	0	2	2	NA	NA	NA	NA	NA																																																												
2008/09	2008	4.3.1.	29	scent_marking_pair	Juvberget	Varmland/Hedmark	NS	0809	6749115	352114	Juvberget_	M-06-06	M-05-10	0.2412	Juv	2007-03-08	2007-03-14	2006-02-01	2007-09-20	2005-03-20	2011-12-11	Juvberget_	M-06-06	M-05-10	0.2412	Juv	Fil	Tyn	2003	2001	0.28125	0.210938	NA	NA	NA	0	0	0	0	2003	NA	0	0	0	2	2	NA	NA	NA	NA	NA																																																												
2009/10	2009	4.3.5.	33	scent_marking_pair	Juvberget	Varmland/Hedmark	NS	0910	6745256	363011	Juvberget_	M-06-06	M-05-10	0.2412	Juv	2007-03-08	2007-03-14	2006-02-01	2007-09-20	2005-03-20	2011-12-11	Juvberget_	M-06-06	M-05-10	0.2412	Juv	Fil	Tyn	2003	2001	0.28125	0.210938	NA	NA	NA	0	0	0	0	2003	1	0	0	0	2	2	NA	NA	NA	NA	NA																																																												
2010/11	2010	4.3.6.	37	scent_marking_pair	Juvberget	Varmland/Hedmark	NS	1011	6750322	362255	Juberget_2	G29-10	M-05-10	0.2322	Juv2	NA	2011-03-15	NA	NA	2005-03-20	2011-12-11	Juberget_2	G29-10	M-05-10	0.232178	Juv2	Has3	Tyn	NA	2001	0.311035	0.210938	NA	NA	NA	0	0	0	0	2010	NA	0	0	0	2	3	0	1	1	1	1																																																												
2011/12	2011	NA	37	scent_marking_pair	Juvberget	Varmland/Hedmark	NS	1112	6748547	361877	Juberget_2	G29-10	M-05-10	0.2322	Juv2	NA	2011-03-15	NA	NA	2005-03-20	2011-12-11	Juberget_2	G29-10	M-05-10	0.232178	Juv2	Has3	Tyn	NA	2001	0.311035	0.210938	NA	NA	NA	0	0	0	0	2010	NA	0	0	0	0	0	0	1	0	1	1																																																												
2002/03	2002	4.3.8.	16	scent_marking_pair	Kilsbergen	orebro	S	0203	6585675	486261	Kilsbergen_1	M-05-04	G7-03	0.2607	Kil1	2005-03-14	NA	2005-03-14	2006-03-02	NA	NA	Kilsbergen_1	M-05-04	G7-03	0.260742	Kil1	Grav	Ock1	2000	2001	0.269531	0.1875	NA	2001	NA	0	0	0	0	2002	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2003/04	2003	NA	10	pack	Kilsbergen	NA	S	NA	6589111	485419	Kilsbergen_1	M-05-04	G7-03	0.2607	Kil1	2005-03-14	NA	2005-03-14	2006-03-02	NA	NA	Kilsbergen_1	M-05-04	G7-03	0.260742	Kil1	Grav	Ock1	2000	2001	0.269531	0.1875	NA	2001	NA	0	0	0	0	2002	NA	1	1	1	6	7	1	0	1	1	1																																																												
2004/05	2004	NA	12	pack	Kilsbergen	NA	S	NA	6588707	489899	Kilsbergen_1	M-05-04	G7-03	0.2607	Kil1	2005-03-14	NA	2005-03-14	2006-03-02	NA	NA	Kilsbergen_1	M-05-04	G7-03	0.260742	Kil1	Grav	Ock1	2000	2001	0.269531	0.1875	NA	2001	NA	0	0	0	0	2002	NA	1	1	0	6	0	0	0	1	1	1																																																												
2005/06	2005	NA	14	pack	Kilsbergen	NA	S	NA	6586544	484614	Kilsbergen_1	M-05-04	G7-03	0.2607	Kil1	2005-03-14	NA	2005-03-14	2006-03-02	NA	NA	Kilsbergen_1	M-05-04	G7-03	0.260742	Kil1	Grav	Ock1	2000	2001	0.269531	0.1875	NA	2001	NA	0	0	0	0	2002	NA	1	1	0	8	0	0	NA	1	1	1																																																												
2006/07	2006	NA	15	pack	Kilsbergen	NA	S	NA	6590567	483305	Kilsbergen_1	M-05-04	G7-03	0.2607	Kil1	2005-03-14	NA	2005-03-14	2006-03-02	NA	NA	Kilsbergen_1	M-05-04	G7-03	0.260742	Kil1	Grav	Ock1	2000	2001	0.269531	0.1875	NA	2001	NA	0	0	0	0	2002	NA	1	1	0	5	0	0	0	1	0	0																																																												
2007/08	2007	NA	18	pack	Kilsbergen	NA	S	NA	6589504	489724	Kilsbergen_1	M-05-04	G7-03	0.2607	Kil1	2005-03-14	NA	2005-03-14	2006-03-02	NA	NA	Kilsbergen_1	M-05-04	G7-03	0.260742	Kil1	Grav	Ock1	2000	2001	0.269531	0.1875	NA	2001	NA	0	0	0	0	2002	0	1	1	0	3	4	0	0	0	0	0																																																												
2007/08	2007	4.3.13.	34	scent_marking_pair	Kloten	Dalarna/orebro/Vastmanland	S_	0708	6642508	520459	Kloten	M-09-18	M-05-07	0.299316	Klot	2009-02-12	2008-02-08	2009-02-12	2010-10-25	2005-03-16	2010-11-20	Kloten	M-09-18	M-05-07	0.299316	Klot	Krp2	Utt	2006	2004	0.299805	0.302246	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	0	1	1																																																												
2008/09	2008	NA	22	pack	Kloten	NA	S	NA	6639996	521539	Kloten	M-09-18	M-05-07	0.299316	Klot	2009-02-12	2008-02-08	2009-02-12	2010-10-25	2005-03-16	2010-11-20	Kloten	M-09-18	M-05-07	0.299316	Klot	Krp2	Utt	2006	2004	0.299805	0.302246	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	5	7	1	0	1	1	1																																																												
2009/10	2009	NA	21	pack	Kloten	NA	S	NA	6644263	519751	Kloten	M-09-18	M-05-07	0.299316	Klot	2010-02-11	2010-02-11	2009-02-12	2010-10-25	2005-03-16	2010-11-20	Kloten	M-09-18	M-05-07	0.299316	Klot	Krp2	Utt	2006	2004	0.299805	0.302246	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	6	0	0	0	1	1	1																																																												
2010/11	2010	NA	23	pack	Kloten	NA	S	NA	6641977	517609	Kloten	M-09-18	M-05-07	0.299316	Klot	2010-02-11	2010-02-11	2009-02-12	2010-10-25	2005-03-16	2010-11-20	Kloten	M-09-18	M-05-07	0.299316	Klot	Krp2	Utt	2006	2004	0.299805	0.302246	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	6	7	0	0	1	1	1																																																												
2011/12	2011	NA	56	scent_marking_pair	Kloten	orebro/Vastmanland	S	1112	6632898	519043	Kloten	M-09-18	M-05-07	0.299316	Klot	2010-02-11	2010-02-11	2009-02-12	2010-10-25	2005-03-16	2010-11-20	Kloten	M-09-18	M-05-07	0.299316	Klot	Krp2	Utt	2006	2004	0.299805	0.302246	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	0	0	0																																																												
1996/97	1996	NA	NA	scent_marking_pair	Koppang	NA	N	NA	6845054	292628	Koppang_1	D-00-15	G2-02	0.2344	Kop1	NA	NA	NA	NA	NA	NA	Koppang_1	D-00-15	G2-02	0.234375	Kop1	Fre	Hag2	1996	NA	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
1997/98	1997	NA	NA	pack	Koppang	NA	N	NA	6845054	292628	Koppang_1	D-00-15	G2-02	0.2344	Kop1	NA	NA	NA	NA	NA	NA	Koppang_1	D-00-15	G2-02	0.234375	Kop1	Fre	Hag2	1996	NA	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	1	1	1	5	5	NA	NA	NA	NA	NA																																																												
1998/99	1998	NA	6	pack	Koppang	NA	N	NA	6852380	289237	Koppang_1	D-00-15	G2-02	0.2344	Kop1	NA	NA	NA	NA	NA	NA	Koppang_1	D-00-15	G2-02	0.234375	Kop1	Fre	Hag2	1996	NA	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	1	1	0	7	0	0	0	1	0	1																																																												
1999/00	1999	NA	7	pack	Koppang	NA	N	NA	6857016	287339	Koppang_1	D-00-15	G2-02	0.2344	Kop1	NA	NA	NA	NA	NA	NA	Koppang_1	D-00-15	G2-02	0.234375	Kop1	Fre	Hag2	1996	NA	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	1	1	0	11	0	0	0	1	0	1																																																												
2000/01	2000	NA	2	pack	Koppang	NA	N	NA	6856425	290524	Koppang_1	D-00-15	G2-02	0.2344	Kop1	NA	NA	NA	NA	NA	NA	Koppang_1	D-00-15	G2-02	0.234375	Kop1	Fre	Hag2	1996	NA	0.125	0.125	NA	NA	NA	culling	D-00-15	M	0	1996	1	1	1	0	11	0	0	0	1	0	1																																																												
2001/02	2001	_4.3.1	12	scent_marking_pair	Koppang	Hedmark_	N	0102	6852613	288697	Koppang_2	M-04-02	G2-02	0.2695	Kop2	2004-01-28	NA	2004-01-28	2005-01-22	NA	NA	Koppang_2	M-04-02	G2-02	0.269531	Kop2	arj	Hag2	2000	NA	0.234375	0.125	NA	NA	NA	0	0	0	0	2001	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2002/03	2002	NA	1	pack	Koppang	NA	N	NA	6857133	287803	Koppang_2	M-04-02	G2-02	0.2695	Kop2	2004-01-28	NA	2004-01-28	2005-01-22	NA	NA	Koppang_2	M-04-02	G2-02	0.269531	Kop2	arj	Hag2	2000	NA	0.234375	0.125	NA	NA	NA	0	0	0	0	2001	NA	1	1	0	5	0	0	0	1	0	1																																																												
2003/04	2003	4.3.1.	12	scent_marking_pair	Koppang	Hedmark	N	0304	6847041	287432	Koppang_3	M-04-02	M-04-03	0.4434	Kop3	2004-01-28	2004-01-29	2004-01-28	2005-01-22	2004-01-29	2005-01-16	Koppang_3	M-04-02	M-04-03	0.443359	Kop3	arj	Kop2	2000	2002	0.234375	0.269531	NA	NA	NA	0	0	0	0	2003	NA	1	0	NA	0	0	0	1	0	1	1																																																												
2004/05	2004	4.3.1.	15	scent_marking_pair	Koppang	Hedmark	N	0405	6831212	299005	Koppang_3	M-04-02	M-04-03	0.4434	Kop3	2004-01-28	2004-01-29	2004-01-28	2005-01-22	2004-01-29	2005-01-16	Koppang_3	M-04-02	M-04-03	0.443359	Kop3	arj	Kop2	2000	2002	0.234375	0.269531	NA	NA	NA	Hunting_license	M-04-02;_M-04-03	MF	0	2003	0	1	1	1	2	0	0	0	0	1	0																																																												
2009/10	2009	4.3.1.	29	scent_marking_pair	Koppang	Hedmark	N	0910	6841792	289525	Koppang_4	M-09-11	G12-08	0.2983	Kop4	2009-01-29	NA	2009-01-29	2009-03-13	NA	NA	Koppang_4	M-09-11	G12-08	0.2983	Kop4	Ock2	Lok1	2008	2007	0.349609	0.26709	NA	2007	NA	Hunting_license	M-09-11;_G12-08	MF	0	2009	NA	0	0	NA	0	0	0	1	0	0	0																																																												
2006/07	2006	4.3.10.	27	scent_marking_pair	Korsan	Dalarna/Gavleborg	S_	0607	6715466	560363	Korsan_1	G13-07	M-05-11	0.2234	Kors1	NA	NA	NA	NA	NA	NA	Korsan_1	G13-07	M-05-11	0.223389	Kors1	Fur	Amu1	NA	2004	0.1875	0.226563	NA	NA	NA	0	0	0	0	2006	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2007/08	2007	NA	10	pack	Korsan	NA	S	NA	6724460	568432	Korsan_1	G13-07	M-05-11	0.2234	Kors1	NA	NA	NA	NA	NA	NA	Korsan_1	G13-07	M-05-11	0.223389	Kors1	Fur	Amu1	NA	2004	0.1875	0.226563	NA	NA	NA	0	0	0	0	2006	NA	1	1	1	6	0	1	0	1	0	1																																																												
2008/09	2008	NA	15	pack	Korsan	NA	S	NA	6720891	558233	Korsan_1	G13-07	M-05-11	0.2234	Kors1	NA	NA	NA	NA	NA	NA	Korsan_1	G13-07	M-05-11	0.223389	Kors1	Fur	Amu1	NA	2004	0.1875	0.226563	NA	NA	NA	0	0	0	0	2006	1	1	1	0	3	4	0	0	1	0	0																																																												
2009/10	2009	NA	14	pack	Korsan	NA	S	NA	6729560	565843	Korsan_2	G24-10	M-05-11	0.2417	Kors2	NA	NA	NA	NA	NA	NA	Korsan_2	G24-10	M-05-11	0.241699	Kors2	Gra1	Amu1	NA	2004	0.267578	0.226563	NA	NA	NA	0	0	0	0	2009	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2010/11	2010	NA	12	pack	Korsan	NA	S	NA	6735703	566358	Korsan_2	G24-10	M-05-11	0.2417	Kors2	NA	NA	NA	NA	NA	NA	Korsan_2	G24-10	M-05-11	0.241699	Kors2	Gra1	Amu1	NA	2004	0.267578	0.226563	NA	NA	NA	0	0	0	0	2009	1	1	1	1	7	0	0	0	1	0	1																																																												
2011/12	2011	NA	15	pack	Korsan	NA	S	NA	6739125	561095	Korsan_2	G24-10	M-05-11	0.2417	Kors2	NA	NA	NA	NA	NA	NA	Korsan_2	G24-10	M-05-11	0.241699	Kors2	Gra1	Amu1	NA	2004	0.267578	0.226563	NA	NA	NA	0	0	0	1	2009	NA	1	1	0	6	8	0	0	0	0	1																																																												
2002/03	2002	4.3.9.	17	scent_marking_pair	Kroppefjall	V_Gotaland	S	0203	6501018	331587	Kroppefjall_1	G14-05	G15-05	0.4434	Krp1	NA	NA	NA	NA	NA	NA	Kroppefjall_1	G14-05	G15-05	0.443359	Krp1	Gla1	Gla1	NA	NA	0.296875	0.296875	NA	NA	NA	0	0	0	0	2002	NA	1	0	NA	0	0	0	1	1	0	0																																																												
2003/04	2003	4.3.11.	22	scent_marking_pair	Kroppefjall	Vastra_Gotaland	S	0304	6505350	327764	Kroppefjall_1	G14-05	G15-05	0.4434	Krp1	NA	NA	NA	NA	NA	NA	Kroppefjall_1	G14-05	G15-05	0.443359	Krp1	Gla1	Gla1	NA	NA	0.296875	0.296875	NA	NA	NA	0	0	0	0	2002	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2004/05	2004	NA	14	pack	Kroppefjall	NA	S	NA	6501472	336205	Kroppefjall_1	G14-05	G15-05	0.4434	Krp1	NA	NA	NA	NA	NA	NA	Kroppefjall_1	G14-05	G15-05	0.443359	Krp1	Gla1	Gla1	NA	NA	0.296875	0.296875	NA	NA	NA	0	0	0	0	2002	1	1	1	1	4	0	0	0	1	0	1																																																												
2005/06	2005	4.3.14.	29	scent_marking_pair	Kroppefjall	Vastra_Gotaland	S_	0506	6506151	336936	Kroppefjall_2	D-08-15	G15-05	0.2998	Krp2	NA	NA	NA	NA	NA	NA	Kroppefjall_2	D-08-15	G15-05	0.299805	Krp2	Ny5	Gla1	NA	NA	0.269531	0.296875	NA	NA	NA	0	0	0	0	2005	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2006/07	2006	NA	17	pack	Kroppefjall	NA	S	NA	6503806	336548	Kroppefjall_2	D-08-15	G15-05	0.2998	Krp2	NA	NA	NA	NA	NA	NA	Kroppefjall_2	D-08-15	G15-05	0.299805	Krp2	Ny5	Gla1	NA	NA	0.269531	0.296875	NA	NA	NA	0	0	0	0	2005	NA	1	1	1	5	0	1	0	0	0	1																																																												
2007/08	2007	4.3.16.	37	scent_marking_pair	Kroppefjall	Vastra_Gotaland_	S	0708	6505570	333542	Kroppefjall_3	D-10-27	G3-09	0.3274	Krp3	NA	NA	NA	NA	NA	NA	Kroppefjall_3	D-10-27	D-11-30	0.327393	Krp3	DE4	Krp2	2006	2006	0.290039	0.299805	NA	NA	Changed_female_ID_from_G3-09_to_D-11-30_(same_individidual)	0	0	0	0	2007	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2008/09	2008	NA	27	pack	Kroppefjall	NA	S	NA	6500229	331973	Kroppefjall_3	D-10-27	G3-09	0.3274	Krp3	NA	NA	NA	NA	NA	NA	Kroppefjall_3	D-10-27	D-11-30	0.327393	Krp3	DE4	Krp2	2006	2006	0.290039	0.299805	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	4	0	0	0	1	0	1																																																												
2009/10	2009	NA	27	pack	Kroppefjall	NA	S	NA	6504134	338341	Kroppefjall_3	D-10-27	G3-09	0.3274	Krp3	NA	NA	NA	NA	NA	NA	Kroppefjall_3	D-10-27	D-11-30	0.327393	Krp3	DE4	Krp2	2006	2006	0.290039	0.299805	NA	NA	NA	Hunting_license	D-10-27	M	0	2007	1	1	1	0	5	0	0	0	1	0	0																																																												
2010/11	2010	4.3.27.	58	scent_marking_pair	Kroppefjall	V_Gotaland	S	1011	6516752	339127	Kroppefjall_4	D-11-26	G3-09	0.262695	Krp4	NA	NA	NA	NA	NA	NA	Kroppefjall_4	D-11-26	D-11-30	0.262695	Krp4	Gra1	Krp2	2007	2006	0.267578	0.299805	NA	NA	NA	Hunting_license	D-11-26;G3-09	MF	0	2010	0	1	0	NA	0	0	0	1	0	0	0																																																												
2004/05	2004	4.3.3.	17	scent_marking_pair	Kynna	Hedmark	N	0405	6750307	337364	Kynna_1	G18-07	M-07-04	0.2935	Kyn1	NA	2007-03-07	NA	NA	2007-03-07	2007-04-25	Kynna_1	G18-07	M-07-04	0.293457	Kyn1	Sta	DE2	2003	NA	0.314453	0.398438	2003	NA	NA	0	0	0	0	2004	NA	1	0	NA	0	0	0	1	1	0	1																																																												
2005/06	2005	NA	2	pack	Kynna	NA	N	NA	6749574	339559	Kynna_1	G18-07	M-07-04	0.2935	Kyn1	NA	2007-03-07	NA	NA	2007-03-07	2007-04-25	Kynna_1	G18-07	M-07-04	0.293457	Kyn1	Sta	DE2	2003	NA	0.314453	0.398438	2003	NA	NA	0	0	0	0	2004	NA	1	1	1	5	0	1	0	0	0	1																																																												
2006/07	2006	NA	2	pack	Kynna	NA	N	NA	6744604	340005	Kynna_1	G18-07	M-07-04	0.2935	Kyn1	NA	2007-03-07	NA	NA	2007-03-07	2007-04-25	Kynna_1	G18-07	M-07-04	0.293457	Kyn1	Sta	DE2	2003	NA	0.314453	0.398438	2003	NA	NA	0	0	0	0	2004	0	1	1	0	6	7	0	0	0	1	0																																																												
2007/08	2007	4.3.2.	23	scent_marking_pair	Kynna	Hedmark	N	0708	6741982	340701	Kynna_2	M-10-10	M-07-05	0.0000	Kyn2	2010-03-18	2007-03-07	2010-03-18	2010-10-23	2007-03-07	2007-10-27	Kynna_2	M-10-10	M-07-05	0	Kyn2	(immigrant)	Kyn1	NA	2006	NA	0.293457	NA	NA	NA	0	0	0	0	2007	NA	1	0	NA	2	3	0	2	3	0	1																																																												
2008/09	2008	NA	3	pack	Kynna	NA	N	NA	6750674	334956	Kynna_2	M-10-10	M-07-05	0.0000	Kyn2	2010-03-18	2007-03-07	2010-03-18	2010-10-23	2007-03-07	2007-10-27	Kynna_2	M-10-10	M-07-05	0	Kyn2	(immigrant)	Kyn1	NA	2006	NA	0.293457	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	7	0	0	0	1	0	1																																																												
2009/10	2009	NA	2	pack	Kynna	NA	N	NA	6747439	336885	Kynna_2	M-10-10	M-07-05	0.0000	Kyn2	2010-03-18	2007-03-07	2010-03-18	2010-10-23	2007-03-07	2007-10-27	Kynna_2	M-10-10	M-07-05	0	Kyn2	(immigrant)	Kyn1	NA	2006	NA	0.293457	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	10	0	0	0	0	0	1																																																												
2010/11	2010	NA	2	pack	Kynna	NA	N	NA	6749049	336731	Kynna_2	M-10-10	M-07-05	0.0000	Kyn2	2010-03-18	2007-03-07	2010-03-18	2010-10-23	2007-03-07	2007-10-27	Kynna_2	M-10-10	M-07-05	0	Kyn2	(immigrant)	Kyn1	NA	2006	NA	0.293457	NA	NA	NA	0	0	0	0	2007	1	1	1	0	8	9	0	0	1	1	1																																																												
2011/12	2011	NA	35	scent_marking_pair	Kynna	Hedmark	N	1112	6741525	343200	Kynna_3	G91-11	M-07-05	0.316467	Kyn3	NA	2007-03-07	NA	NA	2007-03-07	2007-10-27	Kynna_3	G91-11	M-07-05	0.316467	Kyn3	Jang5	Kyn1	2010	2006	0.297363	0.293457	2010	NA	NA	0	0	0	0	2011	0	1	0	NA	0	0	0	1	0	0	1																																																												
2010/11	2010	4.3.26.	57	scent_marking_pair	Kynnefjall	V_Gotaland	S	1011	6518833	308210	Kynnefjall_2	G63-10	G2-11	0.1632	Kyf2	NA	NA	NA	NA	NA	NA	Kynnefjall_2	G63-10	G2-11	0.163177	Kyf2	Gal	Kyf	NA	2009	0	0.29541	NA	2009	NA	0	0	0	0	2010	NA	1	0	NA	0	0	0	1	0	0	1	F1	Ga	"New_couples,_male_G63-10_born_in_Galven,_bitch_G2-11."																																																									
2011/12	2011	NA	7	pack	Kynnefjall	NA	S	NA	6523647	305876	Kynnefjall_2	G63-10	G2-11	0.1632	Kyf2	NA	NA	NA	NA	NA	NA	Kynnefjall_2	G63-10	G2-11	0.163177	Kyf2	Gal	Kyf	NA	2009	0	0.29541	NA	2009	NA	0	0	0	0	2010	NA	1	1	1	6	6	1	0	0	0	1	F1	Ga																																																										
2011/12	2011	NA	57	scent_marking_pair	Kolsta	Vastmanland	S	1112	6607905	556924	Kolsta_1	G84-11	G59-11	0.3196	Kol	NA	NA	NA	NA	NA	NA	Kolsta_1	G84-11	G59-11	0.319611	Kol	Klot	Far	NA	2010	0.299316	0.297363	NA	2010	NA	0	0	0	0	2011	NA	0	0	NA	0	0	0	1	0	0	1																																																												
1996/97	1996	NA	NA	scent_marking_pair	Leksand	NA	NA	NA	6726274	468020	Leksand_1	D-99-02	M-98-05	0.1875	Le1	NA	1998-12-15	NA	NA	1998-12-14	2002-08-02	Leksand_1	D-99-02	M-98-05	0.1875	Le1	Gh	X	1991	1994	0	0.125	NA	NA	Female_has_recontructed_parents	0	0	0	0	1996	NA	0	0	NA	2	2	NA	NA	NA	NA	NA																																																												
1997/98	1997	NA	NA	pack	Leksand	NA	NA	NA	6726274	468020	Leksand_1	D-99-02	M-98-05	0.1875	Le1	NA	1998-12-15	NA	NA	1998-12-14	2002-08-02	Leksand_1	D-99-02	M-98-05	0.1875	Le1	Gh	X	1991	1994	0	0.125	NA	NA	Female_has_recontructed_parents	0	0	0	0	1996	NA	1	1	1	6	7	NA	NA	NA	NA	NA																																																												
1998/99	1998	NA	1	pack	Leksand	NA	S	NA	6730137	470155	Leksand_1	D-99-02	M-98-05	0.1875	Le1	NA	1998-12-15	NA	NA	1998-12-14	2002-08-02	Leksand_1	D-99-02	M-98-05	0.1875	Le1	Gh	X	1991	1994	0	0.125	NA	NA	Female_has_recontructed_parents	0	0	0	0	1996	NA	1	1	0	8	0	0	0	0	1	1																																																												
1999/00	1999	NA	1	pack	Leksand	NA	S	NA	6726786	468932	Leksand_1	D-99-02	M-98-05	0.1875	Le1	NA	1998-12-15	NA	NA	1998-12-14	2002-08-02	Leksand_1	D-99-02	M-98-05	0.1875	Le1	Gh	X	1991	1994	0	0.125	NA	NA	Female_has_recontructed_parents	"Back_injury,_troll._congenital"	D-99-02	M	0	1996	1	1	0	NA	3	0	0	0	1	1	0																																																												
2001/02	2001	_4.3.4	15	scent_marking_pair	Leksand	Dalarna_	S	0102	6725022	470763	Leksand_2	M-02-01	M-98-05	0.238281	Le2	2002-01-11	2002-01-11	2002-01-11	2003-03-07	1998-12-14	2002-08-02	Leksand_2	M-02-01	M-98-05	0.238281	Le2	Kop1	X	2000	1994	0.234375	0.125	NA	NA	Female_has_recontructed_parents	illegal_hunting_likely_	M-98-05	F	0	2001	2	1	0	NA	0	0	0	1	1	1	1																																																												
2005/06	2005	4.3.8.	23	scent_marking_pair	Likenas	Varmland/Dalarna	S_	0506	6713890	405988	Likenas	G2-06	D-16-14	0.3061	Lik	NA	NA	NA	NA	NA	NA	Likenas	G2-06	D-06-14	0.3061	Lik	Utt	Kil1	NA	2004	0.302246	0.260742	NA	NA	NA	Car	D-06-14	F	0	2005	2	0	0	NA	2	2	0	0	0	0	0																																																												
2003/04	2003	4.3.8.	19	scent_marking_pair	Liljendal	Dalarna/Varmland	S	0304	6675649	445567	Liljendal	NA	NA	NA	Lilj	NA	NA	NA	NA	NA	NA	Liljendal	NA	NA	NA	Lilj	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	2003	NA	0	0	NA	2	2	0	0	0	0	0																																																												
2008/09	2008	NA	NA	scent_marking_pair	Linnekleppen	ostfold	N	0809	6571692	302375	Linnekleppen	G71-10_	G5-07	0.2505	Lin	NA	NA	NA	NA	NA	NA	Linnekleppen	G71-10	G5-07	0.250488	Lin	Ulr2	DE3	NA	2004	0.214844	0.283203	NA	NA	NA	0	0	0	0	2008	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2009/10	2009	NA	3	pack	Linnekleppen	NA	N	NA	6571692	302375	Linnekleppen	G71-10_	G5-07	0.2505	Lin	NA	NA	NA	NA	NA	NA	Linnekleppen	G71-10	G5-07	0.250488	Lin	Ulr2	DE3	NA	2004	0.214844	0.283203	NA	NA	NA	0	0	0	0	2008	NA	1	1	1	4	0	1	0	0	0	1																																																												
2010/11	2010	NA	3	pack	Linnekleppen	NA	N	NA	6574820	302027	Linnekleppen	G71-10_	G5-07	0.2505	Lin	NA	NA	NA	NA	NA	NA	Linnekleppen	G71-10	G5-07	0.250488	Lin	Ulr2	DE3	NA	2004	0.214844	0.283203	NA	NA	NA	0	0	0	0	2008	2	1	1	0	4	0	0	0	0	0	0																																																												
2006/07	2006	4.3.13.	30	scent_marking_pair	Loka	orebro/Varmland	S_	0607	6596251	471099	Loka_1	G4-07	G28-06	0.2671	Lok1	NA	NA	NA	NA	NA	NA	Loka_1	G4-07	G28-06	0.26709	Lok1	Gra	Kil1	NA	NA	0.296875	0.260742	NA	NA	NA	0	0	0	0	2006	NA	1	0	NA	0	0	0	1	1	0	0																																																												
2007/08	2007	NA	17	pack	Loka	NA	S	NA	6603629	467836	Loka_1	G4-07	G28-06	0.2671	Lok1	NA	NA	NA	NA	NA	NA	Loka_1	G4-07	G28-06	0.26709	Lok1	Gra	Kil1	NA	NA	0.296875	0.260742	NA	NA	NA	0	0	0	0	2006	NA	1	1	1	6	0	0	0	1	0	1																																																												
2008/09	2008	NA	25	pack	Loka	NA	S	NA	6601579	477376	Loka_1	G4-07	G28-06	0.2671	Lok1	NA	NA	NA	NA	NA	NA	Loka_1	G4-07	G28-06	0.26709	Lok1	Gra	Kil1	NA	NA	0.296875	0.260742	NA	NA	NA	0	0	0	0	2006	NA	1	1	0	8	0	0	0	1	0	1																																																												
2009/10	2009	NA	24	pack	Loka	NA	S	NA	6607599	478244	Loka_1	G4-07	G28-06	0.2671	Lok1	NA	NA	NA	NA	NA	NA	Loka_1	G4-07	G28-06	0.26709	Lok1	Gra	Kil1	NA	NA	0.296875	0.260742	NA	NA	NA	0	0	0	0	2006	0	1	1	0	7	0	0	0	1	1	1																																																												
2010/11	2010	NA	30	pack	Loka	NA	S	NA	6600736	472219	Loka_2	G63-11	M-10-09	0.2620	Lok2	NA	2010-02-18	NA	NA	2010-02-18	2010-12-09	Loka_2	G63-11	M-10-09	0.262024	Lok2	Ack	Lok1	NA	NA	0.305908	0.26709	NA	NA	NA	0	0	0	0	2009	NA	1	1	1	4	0	0	0	1	1	1																																																												
