"","ID","ID_rand","Category","ID_individual","Sex","x","y","Year","human_1","humanlands_1","agri_1","forest_1","mires_1","water_1","mountains_1","roadens_sec1","mainroad_1","bear_1","dem_1","slope_1","roughness_1","roadbuild_1","moose_dens","wolf_density","Clusters"
"2076",160,9,"Available","G12-10","F",430628.483178451,6743595.19890735,2010,3.60540804512737,0.0161862300987317,0.012658003978073,0.705337064214457,0.207771930708046,0.0576446586100795,0,0.78202741008997,0.2017865663654,0.34512655293086,387.203590001817,1.77066122765241,16.9732850147769,61.7403096087664,0.133893254706741,4,2
"2077",160,10,"Available","G12-10","F",489841.440515093,6795827.06733098,2010,3.92697097771484,0.00518196803394274,0.0108746606038214,0.803327147162131,0.150699824942405,0.0301265066938975,0,0.873262980261126,0.188419895395485,0.91725621275151,375.480076085842,2.52726806851844,24.0236756999666,15.993104371064,0.0842136626656445,4,5
"2078",160,11,"Available","G12-10","F",482698.415733834,6765010.97412339,2010,5.68249435771224,0.0448367860104588,0.0537668284377316,0.642312997671606,0.0709253563476307,0.188294124384808,0,1.00647300755978,0.301038114550797,0.702231506618707,227.385496043663,1.21630510685318,11.6822139052405,200.052244264319,0.147516684781354,4,4
"2079",160,NA,"Established","G12-10","F",315300,6611083,2010,10.6337089851975,0.0031439743618773,0.0855898733110019,0.775467459683056,0.0477118727492611,0.0849323743047583,0.00290777983738712,0.651289770314405,0.364512867062932,0.00290640963091407,192.450129944449,2.6866661343854,26.0121792412737,29.1572042707224,0.427593586910835,5,3
"2080",160,NA,"Natal","G12-10","F",551330,6823606,2010,6.14370488656096,0.00223324394617881,0.0257112502597598,0.863863107188399,0.0535307604697415,0.054882839726165,0,1.04171094870567,0.280633090538893,0.678752154062371,273.258457751751,3.07770053113766,30.0230318827419,22.6793655471275,0.204034638305406,2,5
"2081",161,1,"Available","G30-12","F",469134.394636707,6761355.4838763,2011,6.3537355680254,0.039042428622595,0.0392283308063491,0.71983037731659,0.0539552157122491,0.147785207423788,0,1.07269695132433,0.28785378254584,0.633157651556437,268.894375721359,2.21004088745437,21.2699926358975,164.195681310568,0.240829848247087,5,1
"2082",161,2,"Available","G30-12","F",523716.724871927,6774322.47428101,2011,5.11598654046436,0.00812653576454793,0.0224085542365527,0.779521371519079,0.0689877229172922,0.120756356689439,0,0.925357106038058,0.171087500960277,0.752356476983205,286.457204616529,2.34792363597919,22.3316236010803,31.6524533076431,0.223463018625554,0,5
"2083",161,3,"Available","G30-12","F",495125.306891744,6765841.75804532,2011,5.08365277294898,0.024837035497712,0.0492364165786681,0.736019087905475,0.105552582499589,0.0834104245458622,0,0.94772088521778,0.266417121197408,0.728292505159831,267.928947602425,1.45454002123025,13.8042037485515,128.507877172077,0.249111057123634,3,5
"2084",161,4,"Available","G30-12","F",508800.235838498,6758715.47339218,2011,5.41739626668224,0.0226159484578785,0.0428307278127896,0.770752047876985,0.0674138671931412,0.0964481759724085,0,0.897801034316749,0.286017880155113,0.672167400518535,270.375933377326,1.94586690317979,18.6103374802917,113.433083477696,0.244117599153291,4,5
"2085",161,5,"Available","G30-12","F",503686.366014613,6772296.10324611,2011,4.74577367671126,0.0118983863157672,0.0343937969617353,0.786542932884798,0.119759583910542,0.0471149450195402,0,0.948491323735554,0.215860303910752,0.777820638784369,288.372592554528,1.71107074034542,16.2292423449861,50.9166688463547,0.22353328498245,3,5
"2086",161,6,"Available","G30-12","F",491143.678111893,6765171.93994791,2011,5.21689621796045,0.0364101880949404,0.048271786902683,0.662014103895999,0.103191144136378,0.150166272366489,0,0.960867294106618,0.279891741715432,0.719440180516585,256.16910076338,1.24690052059712,11.8840286834492,173.794402299501,0.246937537619826,1,4
"2087",161,7,"Available","G30-12","F",497215.030085586,6745961.52698121,2011,8.46921030532588,0.037922264261094,0.0604330195843176,0.623055852424131,0.0265679051671877,0.251587342868908,0,0.853527296527448,0.349602933513108,0.56534642411248,224.001058111573,1.91214884200127,18.25199494897,216.698944551221,0.237009153772242,3,4
"2088",161,8,"Available","G30-12","F",499906.935822439,6751405.5562229,2011,6.98438061833565,0.0307410300962667,0.0576108188107654,0.637700098026148,0.0428817529594493,0.231236814342901,0,0.868667198027781,0.333296424723935,0.612748337246729,233.101050542694,1.59702667932486,15.2607201407304,179.502533633958,0.241511070388842,4,4
"2089",161,9,"Available","G30-12","F",482910.007820313,6772127.72264179,2011,5.26895760869798,0.0435644680637526,0.0509560874467879,0.715806578085108,0.0839524650627019,0.105423924194281,0,1.01984104794264,0.289252739087898,0.758977988965283,251.652625589186,1.52891374448016,14.5904133578686,178.221007005142,0.209806157295162,0,4
